dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,label
-595.195424753195,-150.62743254135734,39.72433839233156,-62.7539702119935,-1.9962984126125911,37.780991091958896,-135.44045512136447,42.684894638803044,117.76668532470455,21.111151209305316,243.04801071477752,60.45028608057524,-92.29658599805262,42.5302941389862,-85.21561553468233,9.402025441489752,-20.027741400724953,-36.43414854154345,44.02051559876731,-49.41412162580513,40.92520327533316,-29.987880599408488,-78.66910576227951,95.72728662852165,33.50103323628812,25.25479976861323,-29.36568150135324,10.81856934786111,-97.57335234592773,-57.880471316445146,-65.25149705705932,67.41052897721993,21.236064473868737,-15.46192283168517,-47.826301445950925,-34.87474564095357,-23.209424749781515,-42.03192686116812,-25.667712817047608,24.247640458182985,-15.905038442953352,9.999832925400705,-32.0900768169895,1.5988802654519376,-82.36306662557833,51.77129774828515,68.86246826160398,20.290945078427633,-42.47501047151669,-31.084262304047385,24.12244807057075,4
-580.3348109579192,-26.70608017061528,-5.2941541289126866,29.01190896516349,-68.39401600154109,40.1623162118559,-9.95957067982918,-2.733320248819857,-26.421260886953913,22.455940419247028,12.194608821163797,-152.91243267796824,-2.649799192343943,14.17262331911181,52.398478763873904,16.672115801474405,39.61719000928798,53.66206335132521,11.109639238934948,29.60819122650544,-51.41492894286061,-9.078860682003924,-20.45679956546011,-3.0660469004324167,-22.845074815191754,88.51412854555014,-32.31854815045738,14.747012029492488,20.704934682624916,-17.21091780195282,112.46286723065606,19.907204486801483,-20.503120691716493,-33.038501334279715,38.60752337765733,-65.86068400746822,-49.14497612928418,-25.60777873756813,-25.402494067158504,-23.048105456924738,-39.77721776042802,-36.83078624592248,-61.52817908740703,-24.409648826093296,-19.605357458027182,2.5142787027721827,6.026442227580999,-4.961446970793899,8.54890300372005,-2.925724117308359,-17.796810055684492,4
-620.402361796137,-36.46935713678312,-10.059174186560973,21.588205002829532,-83.46257264457545,24.675843077534548,36.778841165173986,-11.658902407154143,-22.14015107191033,25.0509220247595,1.8292835087333021,18.274817078994758,-15.62548090928384,14.101306623016034,-39.22065469192036,-4.724448547301319,-13.26815327295187,26.155921234698386,-16.114597935000674,1.221691152440111,-42.37926238888573,-28.216924036485498,22.088661304806266,5.696947598676648,14.592664894606752,-27.277377972795183,25.90462084329034,-19.15523549370335,-8.009734583487717,-4.947097451399056,-14.363314917043054,37.262186053691416,17.475161080541504,-16.27264894182012,-21.8681316535693,24.823178645674325,3.3321899585376213,8.071232291126075,11.697328380117197,-4.0245945376110965,19.868680301181342,-12.70919704731754,-12.036154285869587,1.5934591341104458,8.657901529905109,7.239882906228457,-8.315896439406751,-6.4197046512053655,-1.8663031734366275,-1.248880096001924,-5.930798272036447,4
-616.8194475430785,-65.67905602419177,-5.100252114477364,-56.114898704043604,-43.294340367784095,19.418429588299187,47.409883399566574,-2.1244215087923743,69.12353781672972,-15.849260890415676,130.51382003601853,7.942582266021753,-20.225723310256402,-5.072737453267593,-59.10940311272264,6.291119463951005,11.186819583747893,-5.215054138209551,32.051048946601135,-36.804060249271245,15.577139198291038,-43.29908130863404,-31.129433538287284,47.368136956059864,-20.649152882487016,47.65622502010242,17.305894659498005,4.152309927354557,-48.62856070393454,-50.421326408533744,-20.445689024444846,15.934970510528958,-14.81162231061527,-44.762550253856865,6.514015174609041,-90.56007811175023,42.299817287983785,-0.12704724073792384,85.33240680771935,-38.79942808818899,-2.871127689348742,26.592450555702378,62.740683888633576,24.58372818858496,0.9270239476249681,-64.95306768942781,-31.875157414576154,-7.40844348283409,-24.394790564378898,6.9673579268884565,2.9952037704159404,4
-653.1334586736984,-41.353714801489964,-17.06966059310257,11.844770267205723,-93.39332693872782,22.720185342782855,34.49987366174588,-6.635571265709403,-6.439376898387861,14.925551881753185,29.337197820590116,-31.447442903240937,-15.732956038350517,10.337049330238077,-0.0007632213888573052,12.757654537416144,-10.715789473687119,18.9485987802888,4.727286134902933,-2.482763086964201,-35.57318821077447,7.363153686445978,22.901666678716687,14.243330401173527,17.3274352492359,-21.4655671647794,15.039586727369175,-1.5923310797419052,-17.47658853363535,-3.9059671891216245,-10.176145188334095,34.88418634322001,19.117351013858837,-3.000870607992174,8.857836064729435,31.708399535982753,13.309789805680339,8.132548215493799,6.71942578184125,1.7948354648669937,17.14562772184233,-6.452613817078633,-4.59287617808261,5.168866151297892,10.822276547930802,16.563298344391693,-7.773703031873864,-5.471579509965653,6.085480220791817,1.70205719770938,-6.538140339730275,4
-715.9754123725487,-14.050313568216671,4.507256645320312,-62.980279603133305,-82.0914509535709,37.86920135026584,34.38160087705375,-1.2824955321032776,48.30119666442333,-25.026676145621543,32.91792942535206,-86.4087822318453,12.182226168622616,-33.78925634450847,24.508698608115104,58.93100650653652,-8.636903522810524,8.580488925504172,19.579054150215534,-24.275484858021738,-11.352368274081796,8.419587657224236,-5.207472198729182,29.301648709616764,17.157023377670527,-18.77192301518644,1.1443986396524002,13.981777386093247,-55.77696324253519,-36.6065502987813,-74.28314510166147,9.917892518685651,-1.6159689294468522,-3.4967426982033967,9.474986176550024,-48.46085388327211,7.230130083608463,-32.368717741351524,10.580495331919286,16.06383892001808,-9.896475440863174,-1.082229782515443,0.24435056088650006,0.4371325209174337,-3.5898995049773585,-55.765860861623246,-19.791523117036263,-1.2640270008571557,-7.56834304315929,15.77546936750443,8.034705213267802,4
-654.3902697986795,-7.328232586672353,-46.83866638354693,-64.99767720378465,-69.84473024240694,12.950799510262911,51.847921081074695,-17.813337644481233,-0.24133366054883437,-3.124826855621872,-6.236680555284993,-25.75401569470392,7.334330120296047,-21.73730543462533,0.2800933884638767,14.113139025275256,7.063659577134475,-14.27794315145395,-15.610541162066278,-8.225355224380227,-7.468736694469391,0.9277033220282973,1.9669510532654062,-18.82389366643507,-4.6965580047992015,-7.227085456666495,3.131604477759433,-24.028919468840794,-9.447511133929794,4.610394176464514,-8.418241375643172,-10.737364151548988,17.135603141452005,10.529196498681465,-4.396389007778128,10.163803784451522,17.633098843150982,6.603494418109673,0.024366631783095335,-3.886571662130312,17.80021641981654,-5.825056643683915,4.636728539419059,15.059780151303455,1.3145843300110536,5.824190765830218,-2.712439457967162,-4.217551006330638,-8.682585323309816,6.796203935464044,7.510219398778274,4
-531.5077434122871,31.57908707391895,-34.596653316935736,-68.72187380409154,-41.328759769011825,19.8058647490507,93.63417680299564,-25.384227699131188,26.429940862275014,10.48755589690309,-33.796563401051756,-46.98654599295403,25.31656038980351,-32.18087590740581,-18.11506285866523,1.0304311489605764,34.513871427110416,-7.179346168492185,-47.52578423921574,-25.109396462720326,13.971241546803885,-2.1820616043677936,5.737809333830191,-20.497016865076667,-27.042275779072767,11.127898626614993,3.0212456490255524,-21.04529216495041,-15.156583801876742,6.710470409792427,-7.753260258823849,-23.44738020196572,6.826831604741776,19.628925700180545,-27.14985349433116,-4.241101210453147,10.496866191146681,7.668051175937128,-1.1236308536419681,-7.078715515674732,40.04599638294343,0.2540247785719727,3.7792583436093574,27.21182117612329,-7.588791776454475,4.975432876393084,6.185443074181719,-9.579071940733385,-5.864646309359829,11.788081601079229,-1.2604048255916191,4
-539.3284245617143,31.203253874657026,-25.224515315894166,-73.63265160015148,-52.893582692613016,16.048118155029886,83.41059383905367,-3.0352304356853144,26.741446741861044,-9.301193488853693,-21.377823272391613,-76.77817290017818,23.257222388956716,-37.06509974265845,-5.002166899592318,-9.92684783821918,23.497271754810555,-23.46123475790139,-23.36921718983884,-28.568556141067383,26.47371871747565,17.243792241978703,15.364505557622214,-10.174430415844887,-22.19656064655184,21.192743444719433,-4.521091251054958,-8.634828542946499,-15.031913200968246,13.686621353804632,-3.726898045259081,-25.07934369051943,3.6018179554731904,38.41129388132253,-20.944334581943846,-2.1596484646434413,16.168195679099522,3.879635217912628,3.435998247878661,-4.366186377100096,34.2948990090604,4.100127320356895,2.948734277734392,33.40412858042814,-10.730422612420554,2.7774133286691396,4.213047431628909,-11.299657767185586,-4.145222378656266,10.650849400639688,2.1025824092833525,4
-575.4023609192716,26.091734805540156,-32.402074121704324,-66.4777140602123,-58.670038430596755,31.69925474062874,87.26993976139428,-11.98998503171188,37.54875533569937,-2.3812800370298364,0.3349094217954284,-113.29888819939715,8.385013189890131,-44.911650292993464,31.764549014234053,35.463487232762375,34.80742116420024,-21.80887880853658,-17.663424374206894,-21.56054276402349,12.49948099881839,10.465352779129713,5.367068888683209,-21.220477671007902,-17.920292486421054,7.151927392104523,9.340202170498682,-10.87476071156362,-16.65304328630189,14.429875963081274,-5.736891090007931,-25.853352639187353,14.01236252613194,36.049826386110325,-15.505051355984927,6.955612135773752,29.64247546227275,5.795357022647365,6.093671180844575,-1.8441296578095197,34.964768597955576,3.6156975483309464,3.121846279308252,23.364997372955347,-9.831924891807885,6.547066240752221,4.8650625297619605,-7.905369396658801,-4.539011404480494,12.313045248933465,2.9107707005918884,4
