f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,label
2.822345482626447,175.27241161860465,179.69013404050608,165.28482316086726,179.5060722505688,53.22962011917218,146.21007886958307,20.329462920168723,62.12158112662865,0.7704433355094866,152.70302045744583,164.73106615929302,20.754774672234618,179.4573814409245,5.1725143154677955,0
125.82643095488143,46.42642270883071,20.18319809832185,177.43910233478607,109.2707453545875,179.97312783840945,157.6574594172846,28.745637588530776,63.577250249626545,16.29525517370444,1.2236131770750966,176.31346554802664,3.838870945475164,174.2657552777344,176.6532717212507,0
45.00003229249902,139.10356373173425,30.796547874310214,179.79720100245902,118.86870255090552,177.9571271283433,141.57373497342098,47.43326503752586,38.25211900498193,9.309544689691586,179.76092977491442,146.62072632679363,36.91377299712606,177.9868723956824,178.1398449501781,0
5.462452359888894,169.39570337014487,1.9201027610586103,145.04807519840054,178.42474128549975,86.83709948758398,129.9134554601578,28.84207656783363,39.67265863955808,7.615354990351356,166.90920242482525,158.4679375892792,14.971019137417644,4.340393252890888,11.342629022490392,0
12.398418328090838,164.67140671843072,30.308088185887172,179.27411450767502,101.5629266251228,0.4650350984158439,143.45512334686646,36.245107369021866,43.98310195439554,11.668025794477622,179.9476633223127,161.0914894458261,14.518851475078167,171.83895268604778,179.26258484331262,0
8.3748000286625,170.6906811444969,0.0881410795261133,161.64944256083433,0.5075163855861274,57.0907027777663,144.15072613791583,21.06978028868754,54.70576433288723,0.9397588452901771,149.8164751872755,171.7082367699108,4.858285852197591,0.775687975595021,3.093455149827857,0
51.21885674082257,132.04022407692017,1.1717098042137095,145.79746565200384,178.74462746296686,69.52082890091538,132.41570954082704,34.80033375323049,34.805567429777945,1.6196471438663236,168.7682104187529,154.20129232599413,21.439575334159166,1.4741918797339055,4.5898066883901425,0
105.84444277288507,68.43232541101743,4.639336725245785,141.73577242164038,174.17855482915283,100.87260585439401,137.1320314556695,35.137107052361166,38.506576206364976,9.680636368181153,167.1400788693351,5.144714056759465,175.58914823856276,6.82949262194101,8.80620837839994,0
105.81575502592055,80.43655707374474,5.382744134554907,140.65454637318518,0.6628709929954825,93.81960061776438,130.3462428612077,32.914121019651745,34.23207786313485,177.52656096122016,168.81079577749418,176.9706571365187,7.366261193795607,7.629301046165193,12.813906482123068,0
87.11485888981824,89.66603011365899,2.6901513323176984,143.03772227266856,176.97161917981234,93.8655833566254,133.32151932306894,38.64124937607968,37.91247458188578,6.037858678316426,167.06537668647437,1.7233047236650187,174.52577624682323,3.9394166067350014,9.777075988191793,0
142.6318456210076,40.22717596516409,15.30792973318814,178.5447717769236,141.4882684272643,2.669937207035841,159.36958952884208,24.333510820825733,65.42704997213929,36.329264039286066,178.00425912599042,1.6439212566906038,3.4832555235999063,177.5689154434116,179.21169901962836,0
25.352892654740447,151.40169885309535,2.1315200485345764,149.97036200009367,177.59058346878078,65.70681537991481,133.4996549636274,38.23053579788292,33.55066407543927,178.1351735350537,170.20673749581263,156.15717617113057,18.119315487699385,0.6492827966743278,6.448440798299531,0
66.95848167670104,115.21767260999272,1.612375107591567,141.2194874862837,176.2674776647598,87.35454997140009,131.11036857728627,44.12565813163397,28.528018157315362,8.480538706715297,168.27133103681152,143.42206225663895,29.527507969687303,2.5055478352990086,8.482965277420833,0
9.184678626779124,172.5790206571548,48.14569330069919,11.17190070215495,125.71188022861297,1.0246000527080905,170.79934766400444,51.92637299819037,69.64791155292482,14.646690643551334,178.78922133925846,9.750802860909138,28.54557741259496,6.263449573811263,17.801757389990218,0
